rowNumber,timestamp,handle,productTitle,field,original,updated,reason,severity,phase
145,26/09/2025,notizbuch-mit-spruch,,Google Shopping / Condition,,new,Condition set to new,info,4
145,26/09/2025,notizbuch-mit-spruch,,SEO Description,,,SEO desc length 116,warn,4
145,26/09/2025,notizbuch-mit-spruch,,Google Shopping / Google Product Category,,,Missing google category,warn,4
146,26/09/2025,notizbuch-mit-spruch,,Vendor,,Bastelschachtel,"Defaulted to Bastelschachtel, unknown vendor",info,2
146,26/09/2025,notizbuch-mit-spruch,,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
146,26/09/2025,notizbuch-mit-spruch,,SEO Title,, | Bastelschachtel,SEO title standardized per SOP,info,3c
146,26/09/2025,notizbuch-mit-spruch,,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
146,26/09/2025,notizbuch-mit-spruch,,Variant SKU,,BAS-PRD-PM46,Generated per SOP,info,3d
146,26/09/2025,notizbuch-mit-spruch,,Variant Requires Shipping,,TRUE,Physical product default,info,3d
146,26/09/2025,notizbuch-mit-spruch,,Variant Taxable,,TRUE,Taxable default,info,3d
146,26/09/2025,notizbuch-mit-spruch,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
146,26/09/2025,notizbuch-mit-spruch,,Google Shopping / Condition,,new,Condition set to new,info,4
146,26/09/2025,notizbuch-mit-spruch,,SEO Description,,,SEO desc length 116,warn,4
146,26/09/2025,notizbuch-mit-spruch,,Google Shopping / Google Product Category,,,Missing google category,warn,4
147,26/09/2025,notizbuch-mit-spruch,,Vendor,,Bastelschachtel,"Defaulted to Bastelschachtel, unknown vendor",info,2
147,26/09/2025,notizbuch-mit-spruch,,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
147,26/09/2025,notizbuch-mit-spruch,,SEO Title,, | Bastelschachtel,SEO title standardized per SOP,info,3c
147,26/09/2025,notizbuch-mit-spruch,,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
147,26/09/2025,notizbuch-mit-spruch,,Variant SKU,,BAS-PRD-DFF5,Generated per SOP,info,3d
147,26/09/2025,notizbuch-mit-spruch,,Variant Requires Shipping,,TRUE,Physical product default,info,3d
147,26/09/2025,notizbuch-mit-spruch,,Variant Taxable,,TRUE,Taxable default,info,3d
147,26/09/2025,notizbuch-mit-spruch,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
147,26/09/2025,notizbuch-mit-spruch,,Google Shopping / Condition,,new,Condition set to new,info,4
147,26/09/2025,notizbuch-mit-spruch,,SEO Description,,,SEO desc length 116,warn,4
147,26/09/2025,notizbuch-mit-spruch,,Google Shopping / Google Product Category,,,Missing google category,warn,4
148,26/09/2025,notizbuch-im-taschenformat,Notizbuch im Taschenformat,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
148,26/09/2025,notizbuch-im-taschenformat,Notizbuch im Taschenformat,SEO Title,,Notizbuch im Taschenformat | Bastelschachtel,SEO title standardized per SOP,info,3c
148,26/09/2025,notizbuch-im-taschenformat,Notizbuch im Taschenformat,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
148,26/09/2025,notizbuch-im-taschenformat,Notizbuch im Taschenformat,Variant SKU,,BAS-NOTI-OO8Y,Generated per SOP,info,3d
148,26/09/2025,notizbuch-im-taschenformat,Notizbuch im Taschenformat,Google Shopping / Condition,,new,Condition set to new,info,4
148,26/09/2025,notizbuch-im-taschenformat,Notizbuch im Taschenformat,SEO Description,,,SEO desc length 116,warn,4
149,26/09/2025,kugelschreiber-mit-touchscreen,Kugelschreiber mit Touchscreen,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
149,26/09/2025,kugelschreiber-mit-touchscreen,Kugelschreiber mit Touchscreen,SEO Title,,Kugelschreiber mit Touchscreen | Bastelschachtel,SEO title standardized per SOP,info,3c
149,26/09/2025,kugelschreiber-mit-touchscreen,Kugelschreiber mit Touchscreen,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
149,26/09/2025,kugelschreiber-mit-touchscreen,Kugelschreiber mit Touchscreen,Variant SKU,,BAS-KUGE-M0RE,Generated per SOP,info,3d
149,26/09/2025,kugelschreiber-mit-touchscreen,Kugelschreiber mit Touchscreen,Google Shopping / Condition,,new,Condition set to new,info,4
149,26/09/2025,kugelschreiber-mit-touchscreen,Kugelschreiber mit Touchscreen,SEO Description,,,SEO desc length 116,warn,4
150,26/09/2025,kugelschreiber-bambus,Kugelschreiber Bambus,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
150,26/09/2025,kugelschreiber-bambus,Kugelschreiber Bambus,SEO Title,,Kugelschreiber Bambus | Bastelschachtel,SEO title standardized per SOP,info,3c
150,26/09/2025,kugelschreiber-bambus,Kugelschreiber Bambus,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
150,26/09/2025,kugelschreiber-bambus,Kugelschreiber Bambus,Variant SKU,,BAS-KUGE-1JZP,Generated per SOP,info,3d
150,26/09/2025,kugelschreiber-bambus,Kugelschreiber Bambus,Google Shopping / Condition,,new,Condition set to new,info,4
150,26/09/2025,kugelschreiber-bambus,Kugelschreiber Bambus,SEO Description,,,SEO desc length 116,warn,4
151,26/09/2025,marvel-bleistift,Marvel- Bleistift,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
151,26/09/2025,marvel-bleistift,Marvel- Bleistift,SEO Title,,Marvel- Bleistift | Bastelschachtel,SEO title standardized per SOP,info,3c
151,26/09/2025,marvel-bleistift,Marvel- Bleistift,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
151,26/09/2025,marvel-bleistift,Marvel- Bleistift,Google Shopping / Condition,,new,Condition set to new,info,4
151,26/09/2025,marvel-bleistift,Marvel- Bleistift,SEO Description,,,SEO desc length 116,warn,4
152,26/09/2025,staedtler-doppelspitzer,Hellblau,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
152,26/09/2025,staedtler-doppelspitzer,Hellblau,SEO Title,,Hellblau | Bastelschachtel,SEO title standardized per SOP,info,3c
152,26/09/2025,staedtler-doppelspitzer,Hellblau,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
152,26/09/2025,staedtler-doppelspitzer,Hellblau,Google Shopping / Condition,,new,Condition set to new,info,4
152,26/09/2025,staedtler-doppelspitzer,Hellblau,SEO Description,,,SEO desc length 116,warn,4
153,26/09/2025,staedtler-doppelspitzer,,Vendor,,Bastelschachtel,"Defaulted to Bastelschachtel, unknown vendor",info,2
153,26/09/2025,staedtler-doppelspitzer,,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
153,26/09/2025,staedtler-doppelspitzer,,SEO Title,, | Bastelschachtel,SEO title standardized per SOP,info,3c
153,26/09/2025,staedtler-doppelspitzer,,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
153,26/09/2025,staedtler-doppelspitzer,,Variant SKU,,BAS-PRD-ZGWU,Generated per SOP,info,3d
153,26/09/2025,staedtler-doppelspitzer,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
153,26/09/2025,staedtler-doppelspitzer,,Google Shopping / Condition,,new,Condition set to new,info,4
153,26/09/2025,staedtler-doppelspitzer,,SEO Description,,,SEO desc length 116,warn,4
153,26/09/2025,staedtler-doppelspitzer,,Google Shopping / Google Product Category,,,Missing google category,warn,4
154,26/09/2025,staedtler-doppelspitzer,,Vendor,,Bastelschachtel,"Defaulted to Bastelschachtel, unknown vendor",info,2
154,26/09/2025,staedtler-doppelspitzer,,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
154,26/09/2025,staedtler-doppelspitzer,,SEO Title,, | Bastelschachtel,SEO title standardized per SOP,info,3c
154,26/09/2025,staedtler-doppelspitzer,,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
154,26/09/2025,staedtler-doppelspitzer,,Variant SKU,,BAS-PRD-L1J9,Generated per SOP,info,3d
154,26/09/2025,staedtler-doppelspitzer,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
154,26/09/2025,staedtler-doppelspitzer,,Google Shopping / Condition,,new,Condition set to new,info,4
154,26/09/2025,staedtler-doppelspitzer,,SEO Description,,,SEO desc length 116,warn,4
154,26/09/2025,staedtler-doppelspitzer,,Google Shopping / Google Product Category,,,Missing google category,warn,4
155,26/09/2025,staedtler-doppelspitzer,,Vendor,,Bastelschachtel,"Defaulted to Bastelschachtel, unknown vendor",info,2
155,26/09/2025,staedtler-doppelspitzer,,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
155,26/09/2025,staedtler-doppelspitzer,,SEO Title,, | Bastelschachtel,SEO title standardized per SOP,info,3c
155,26/09/2025,staedtler-doppelspitzer,,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
155,26/09/2025,staedtler-doppelspitzer,,Variant SKU,,BAS-PRD-W1YS,Generated per SOP,info,3d
155,26/09/2025,staedtler-doppelspitzer,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
155,26/09/2025,staedtler-doppelspitzer,,Google Shopping / Condition,,new,Condition set to new,info,4
155,26/09/2025,staedtler-doppelspitzer,,SEO Description,,,SEO desc length 116,warn,4
155,26/09/2025,staedtler-doppelspitzer,,Google Shopping / Google Product Category,,,Missing google category,warn,4
156,26/09/2025,marvel-spider-man-radierstifte-set,MARVEL Spider-Man Radierstifte,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
156,26/09/2025,marvel-spider-man-radierstifte-set,MARVEL Spider-Man Radierstifte,SEO Title,,MARVEL Spider-Man Radierstifte | Bastelschachtel,SEO title standardized per SOP,info,3c
156,26/09/2025,marvel-spider-man-radierstifte-set,MARVEL Spider-Man Radierstifte,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
156,26/09/2025,marvel-spider-man-radierstifte-set,MARVEL Spider-Man Radierstifte,Google Shopping / Condition,,new,Condition set to new,info,4
156,26/09/2025,marvel-spider-man-radierstifte-set,MARVEL Spider-Man Radierstifte,SEO Description,,,SEO desc length 116,warn,4
157,26/09/2025,marvel-spider-man-radierstifte-set,,Vendor,,Bastelschachtel,"Defaulted to Bastelschachtel, unknown vendor",info,2
157,26/09/2025,marvel-spider-man-radierstifte-set,,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
157,26/09/2025,marvel-spider-man-radierstifte-set,,SEO Title,, | Bastelschachtel,SEO title standardized per SOP,info,3c
157,26/09/2025,marvel-spider-man-radierstifte-set,,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
157,26/09/2025,marvel-spider-man-radierstifte-set,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
157,26/09/2025,marvel-spider-man-radierstifte-set,,Google Shopping / Condition,,new,Condition set to new,info,4
157,26/09/2025,marvel-spider-man-radierstifte-set,,SEO Description,,,SEO desc length 116,warn,4
157,26/09/2025,marvel-spider-man-radierstifte-set,,Google Shopping / Google Product Category,,,Missing google category,warn,4
158,26/09/2025,marvel-spider-man-radierstifte-set,,Vendor,,Bastelschachtel,"Defaulted to Bastelschachtel, unknown vendor",info,2
158,26/09/2025,marvel-spider-man-radierstifte-set,,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
158,26/09/2025,marvel-spider-man-radierstifte-set,,SEO Title,, | Bastelschachtel,SEO title standardized per SOP,info,3c
158,26/09/2025,marvel-spider-man-radierstifte-set,,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
158,26/09/2025,marvel-spider-man-radierstifte-set,,Variant SKU,,BAS-PRD-N7H1,Generated per SOP,info,3d
158,26/09/2025,marvel-spider-man-radierstifte-set,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
158,26/09/2025,marvel-spider-man-radierstifte-set,,Google Shopping / Condition,,new,Condition set to new,info,4
158,26/09/2025,marvel-spider-man-radierstifte-set,,SEO Description,,,SEO desc length 116,warn,4
158,26/09/2025,marvel-spider-man-radierstifte-set,,Google Shopping / Google Product Category,,,Missing google category,warn,4
159,26/09/2025,marvel-superhelden-gellstift,Marvel Superhelden-Gelstift,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
159,26/09/2025,marvel-superhelden-gellstift,Marvel Superhelden-Gelstift,SEO Title,,Marvel Superhelden-Gelstift | Bastelschachtel,SEO title standardized per SOP,info,3c
159,26/09/2025,marvel-superhelden-gellstift,Marvel Superhelden-Gelstift,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
159,26/09/2025,marvel-superhelden-gellstift,Marvel Superhelden-Gelstift,Google Shopping / Condition,,new,Condition set to new,info,4
159,26/09/2025,marvel-superhelden-gellstift,Marvel Superhelden-Gelstift,SEO Description,,,SEO desc length 116,warn,4
160,26/09/2025,marvel-superhelden-gellstift,,Vendor,,Bastelschachtel,"Defaulted to Bastelschachtel, unknown vendor",info,2
160,26/09/2025,marvel-superhelden-gellstift,,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
160,26/09/2025,marvel-superhelden-gellstift,,SEO Title,, | Bastelschachtel,SEO title standardized per SOP,info,3c
160,26/09/2025,marvel-superhelden-gellstift,,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
160,26/09/2025,marvel-superhelden-gellstift,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
160,26/09/2025,marvel-superhelden-gellstift,,Google Shopping / Condition,,new,Condition set to new,info,4
160,26/09/2025,marvel-superhelden-gellstift,,SEO Description,,,SEO desc length 116,warn,4
160,26/09/2025,marvel-superhelden-gellstift,,Google Shopping / Google Product Category,,,Missing google category,warn,4
161,26/09/2025,marvel-superhelden-gellstift,,Vendor,,Bastelschachtel,"Defaulted to Bastelschachtel, unknown vendor",info,2
161,26/09/2025,marvel-superhelden-gellstift,,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
161,26/09/2025,marvel-superhelden-gellstift,,SEO Title,, | Bastelschachtel,SEO title standardized per SOP,info,3c
161,26/09/2025,marvel-superhelden-gellstift,,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
161,26/09/2025,marvel-superhelden-gellstift,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
161,26/09/2025,marvel-superhelden-gellstift,,Google Shopping / Condition,,new,Condition set to new,info,4
161,26/09/2025,marvel-superhelden-gellstift,,SEO Description,,,SEO desc length 116,warn,4
161,26/09/2025,marvel-superhelden-gellstift,,Google Shopping / Google Product Category,,,Missing google category,warn,4
162,26/09/2025,marvel-superhelden-gellstift,,Vendor,,Bastelschachtel,"Defaulted to Bastelschachtel, unknown vendor",info,2
162,26/09/2025,marvel-superhelden-gellstift,,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
162,26/09/2025,marvel-superhelden-gellstift,,SEO Title,, | Bastelschachtel,SEO title standardized per SOP,info,3c
162,26/09/2025,marvel-superhelden-gellstift,,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
162,26/09/2025,marvel-superhelden-gellstift,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
162,26/09/2025,marvel-superhelden-gellstift,,Google Shopping / Condition,,new,Condition set to new,info,4
162,26/09/2025,marvel-superhelden-gellstift,,SEO Description,,,SEO desc length 116,warn,4
162,26/09/2025,marvel-superhelden-gellstift,,Google Shopping / Google Product Category,,,Missing google category,warn,4
163,26/09/2025,marvel-superhelden-gellstift,,Vendor,,Bastelschachtel,"Defaulted to Bastelschachtel, unknown vendor",info,2
163,26/09/2025,marvel-superhelden-gellstift,,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
163,26/09/2025,marvel-superhelden-gellstift,,SEO Title,, | Bastelschachtel,SEO title standardized per SOP,info,3c
163,26/09/2025,marvel-superhelden-gellstift,,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
163,26/09/2025,marvel-superhelden-gellstift,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
163,26/09/2025,marvel-superhelden-gellstift,,Google Shopping / Condition,,new,Condition set to new,info,4
163,26/09/2025,marvel-superhelden-gellstift,,SEO Description,,,SEO desc length 116,warn,4
163,26/09/2025,marvel-superhelden-gellstift,,Google Shopping / Google Product Category,,,Missing google category,warn,4
164,26/09/2025,marvel-superhelden-gellstift,,Vendor,,Bastelschachtel,"Defaulted to Bastelschachtel, unknown vendor",info,2
164,26/09/2025,marvel-superhelden-gellstift,,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
164,26/09/2025,marvel-superhelden-gellstift,,SEO Title,, | Bastelschachtel,SEO title standardized per SOP,info,3c
164,26/09/2025,marvel-superhelden-gellstift,,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
164,26/09/2025,marvel-superhelden-gellstift,,Variant SKU,,BAS-PRD-7KB6,Generated per SOP,info,3d
164,26/09/2025,marvel-superhelden-gellstift,,Variant Requires Shipping,,TRUE,Physical product default,info,3d
164,26/09/2025,marvel-superhelden-gellstift,,Variant Taxable,,TRUE,Taxable default,info,3d
164,26/09/2025,marvel-superhelden-gellstift,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
164,26/09/2025,marvel-superhelden-gellstift,,Google Shopping / Condition,,new,Condition set to new,info,4
164,26/09/2025,marvel-superhelden-gellstift,,SEO Description,,,SEO desc length 116,warn,4
164,26/09/2025,marvel-superhelden-gellstift,,Google Shopping / Google Product Category,,,Missing google category,warn,4
165,26/09/2025,radierbarer-tiergellstift,Radierbarer Tiergelstift,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
165,26/09/2025,radierbarer-tiergellstift,Radierbarer Tiergelstift,SEO Title,,Radierbarer Tiergelstift | Bastelschachtel,SEO title standardized per SOP,info,3c
165,26/09/2025,radierbarer-tiergellstift,Radierbarer Tiergelstift,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
165,26/09/2025,radierbarer-tiergellstift,Radierbarer Tiergelstift,Variant SKU,,BAS-RADI-O1O8,Generated per SOP,info,3d
165,26/09/2025,radierbarer-tiergellstift,Radierbarer Tiergelstift,Google Shopping / Condition,,new,Condition set to new,info,4
165,26/09/2025,radierbarer-tiergellstift,Radierbarer Tiergelstift,SEO Description,,,SEO desc length 116,warn,4
166,26/09/2025,giraffen-gelstift,Giraffen-Gelstift,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
166,26/09/2025,giraffen-gelstift,Giraffen-Gelstift,SEO Title,,Giraffen-Gelstift | Bastelschachtel,SEO title standardized per SOP,info,3c
166,26/09/2025,giraffen-gelstift,Giraffen-Gelstift,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
166,26/09/2025,giraffen-gelstift,Giraffen-Gelstift,Variant SKU,,BAS-GIRA-4T65,Generated per SOP,info,3d
166,26/09/2025,giraffen-gelstift,Giraffen-Gelstift,Google Shopping / Condition,,new,Condition set to new,info,4
166,26/09/2025,giraffen-gelstift,Giraffen-Gelstift,SEO Description,,,SEO desc length 116,warn,4
167,26/09/2025,giraffen-gelstift,,Vendor,,Bastelschachtel,"Defaulted to Bastelschachtel, unknown vendor",info,2
167,26/09/2025,giraffen-gelstift,,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
167,26/09/2025,giraffen-gelstift,,SEO Title,, | Bastelschachtel,SEO title standardized per SOP,info,3c
167,26/09/2025,giraffen-gelstift,,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
167,26/09/2025,giraffen-gelstift,,Variant SKU,,BAS-PRD-6GHJ,Generated per SOP,info,3d
167,26/09/2025,giraffen-gelstift,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
167,26/09/2025,giraffen-gelstift,,Google Shopping / Condition,,new,Condition set to new,info,4
167,26/09/2025,giraffen-gelstift,,SEO Description,,,SEO desc length 116,warn,4
167,26/09/2025,giraffen-gelstift,,Google Shopping / Google Product Category,,,Missing google category,warn,4
168,26/09/2025,giraffen-gelstift,,Vendor,,Bastelschachtel,"Defaulted to Bastelschachtel, unknown vendor",info,2
168,26/09/2025,giraffen-gelstift,,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
168,26/09/2025,giraffen-gelstift,,SEO Title,, | Bastelschachtel,SEO title standardized per SOP,info,3c
168,26/09/2025,giraffen-gelstift,,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
168,26/09/2025,giraffen-gelstift,,Variant SKU,,BAS-PRD-9RMS,Generated per SOP,info,3d
168,26/09/2025,giraffen-gelstift,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
168,26/09/2025,giraffen-gelstift,,Google Shopping / Condition,,new,Condition set to new,info,4
168,26/09/2025,giraffen-gelstift,,SEO Description,,,SEO desc length 116,warn,4
168,26/09/2025,giraffen-gelstift,,Google Shopping / Google Product Category,,,Missing google category,warn,4
169,26/09/2025,giraffen-gelstift,,Vendor,,Bastelschachtel,"Defaulted to Bastelschachtel, unknown vendor",info,2
169,26/09/2025,giraffen-gelstift,,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
169,26/09/2025,giraffen-gelstift,,SEO Title,, | Bastelschachtel,SEO title standardized per SOP,info,3c
169,26/09/2025,giraffen-gelstift,,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
169,26/09/2025,giraffen-gelstift,,Variant SKU,,BAS-PRD-XAH3,Generated per SOP,info,3d
169,26/09/2025,giraffen-gelstift,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
169,26/09/2025,giraffen-gelstift,,Google Shopping / Condition,,new,Condition set to new,info,4
169,26/09/2025,giraffen-gelstift,,SEO Description,,,SEO desc length 116,warn,4
169,26/09/2025,giraffen-gelstift,,Google Shopping / Google Product Category,,,Missing google category,warn,4
170,26/09/2025,giraffen-gelstift,,Vendor,,Bastelschachtel,"Defaulted to Bastelschachtel, unknown vendor",info,2
170,26/09/2025,giraffen-gelstift,,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
170,26/09/2025,giraffen-gelstift,,SEO Title,, | Bastelschachtel,SEO title standardized per SOP,info,3c
170,26/09/2025,giraffen-gelstift,,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
170,26/09/2025,giraffen-gelstift,,Variant SKU,,BAS-PRD-B1JE,Generated per SOP,info,3d
170,26/09/2025,giraffen-gelstift,,Variant Requires Shipping,,TRUE,Physical product default,info,3d
170,26/09/2025,giraffen-gelstift,,Variant Taxable,,TRUE,Taxable default,info,3d
170,26/09/2025,giraffen-gelstift,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
170,26/09/2025,giraffen-gelstift,,Google Shopping / Condition,,new,Condition set to new,info,4
170,26/09/2025,giraffen-gelstift,,SEO Description,,,SEO desc length 116,warn,4
170,26/09/2025,giraffen-gelstift,,Google Shopping / Google Product Category,,,Missing google category,warn,4
171,26/09/2025,giraffen-gelstift,,Vendor,,Bastelschachtel,"Defaulted to Bastelschachtel, unknown vendor",info,2
171,26/09/2025,giraffen-gelstift,,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
171,26/09/2025,giraffen-gelstift,,SEO Title,, | Bastelschachtel,SEO title standardized per SOP,info,3c
171,26/09/2025,giraffen-gelstift,,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
171,26/09/2025,giraffen-gelstift,,Variant SKU,,BAS-PRD-UZR7,Generated per SOP,info,3d
171,26/09/2025,giraffen-gelstift,,Variant Requires Shipping,,TRUE,Physical product default,info,3d
171,26/09/2025,giraffen-gelstift,,Variant Taxable,,TRUE,Taxable default,info,3d
171,26/09/2025,giraffen-gelstift,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
171,26/09/2025,giraffen-gelstift,,Google Shopping / Condition,,new,Condition set to new,info,4
171,26/09/2025,giraffen-gelstift,,SEO Description,,,SEO desc length 116,warn,4
171,26/09/2025,giraffen-gelstift,,Google Shopping / Google Product Category,,,Missing google category,warn,4
172,26/09/2025,giraffen-gelstift,,Vendor,,Bastelschachtel,"Defaulted to Bastelschachtel, unknown vendor",info,2
172,26/09/2025,giraffen-gelstift,,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
172,26/09/2025,giraffen-gelstift,,SEO Title,, | Bastelschachtel,SEO title standardized per SOP,info,3c
172,26/09/2025,giraffen-gelstift,,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
172,26/09/2025,giraffen-gelstift,,Variant SKU,,BAS-PRD-5CDE,Generated per SOP,info,3d
172,26/09/2025,giraffen-gelstift,,Variant Requires Shipping,,TRUE,Physical product default,info,3d
172,26/09/2025,giraffen-gelstift,,Variant Taxable,,TRUE,Taxable default,info,3d
172,26/09/2025,giraffen-gelstift,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
172,26/09/2025,giraffen-gelstift,,Google Shopping / Condition,,new,Condition set to new,info,4
